"id","location","fault_severity","severity_type","res.size","event.size","feat.size","tot.vol"
10644,"location 498","0","severity_type 2",1,2,6,94
10645,"location 710","0","severity_type 2",1,1,1,2
10648,"location 380","0","severity_type 2",1,2,2,12
10653,"location 802","1","severity_type 1",3,3,4,13
10655,"location 568","1","severity_type 1",1,1,2,2
10656,"location 282","1","severity_type 2",1,1,2,2
10658,"location 1015","0","severity_type 1",1,1,1,1
10662,"location 91","0","severity_type 2",1,2,2,485
10663,"location 89","0","severity_type 2",1,2,4,212
10664,"location 821","2","severity_type 1",1,1,1,1
10666,"location 1018","0","severity_type 1",1,2,4,14
10675,"location 798","2","severity_type 2",1,1,2,28
10683,"location 484","0","severity_type 2",1,2,2,4
10686,"location 1095","1","severity_type 1",2,2,2,4
10690,"location 126","0","severity_type 2",1,2,7,29
10693,"location 240","0","severity_type 2",1,2,2,2
10694,"location 1107","0","severity_type 1",1,2,6,71
10696,"location 1014","1","severity_type 1",2,2,3,28
10698,"location 607","0","severity_type 1",3,3,3,9
10700,"location 498","0","severity_type 2",1,2,2,2
10703,"location 955","0","severity_type 1",1,1,2,10
10708,"location 925","0","severity_type 1",1,1,6,126
10709,"location 317","0","severity_type 2",1,2,4,10
10713,"location 742","0","severity_type 2",2,2,2,5
10715,"location 902","1","severity_type 1",1,1,2,4
10721,"location 1042","1","severity_type 2",1,1,2,12
10722,"location 808","0","severity_type 1",1,2,1,7
10723,"location 286","1","severity_type 1",2,2,2,2
10724,"location 651","0","severity_type 1",1,1,2,4
10725,"location 320","0","severity_type 1",1,3,4,4
10729,"location 976","2","severity_type 2",1,1,2,14
10737,"location 244","0","severity_type 2",1,2,2,50
10738,"location 359","0","severity_type 2",1,2,2,4
10739,"location 1061","1","severity_type 2",1,1,3,14
10742,"location 991","1","severity_type 1",1,1,3,3
10745,"location 469","0","severity_type 2",1,2,2,2
10746,"location 245","0","severity_type 2",1,2,2,6
10747,"location 695","0","severity_type 1",1,1,2,2
10748,"location 853","0","severity_type 2",1,1,1,1
10750,"location 600","2","severity_type 2",1,1,2,53
10752,"location 321","1","severity_type 2",1,2,3,6
10755,"location 722","1","severity_type 1",1,1,2,3
10756,"location 653","0","severity_type 2",1,1,2,33
10758,"location 737","1","severity_type 2",1,1,2,5
10759,"location 994","0","severity_type 2",1,1,1,1
10760,"location 95","0","severity_type 2",1,2,4,10
10762,"location 707","0","severity_type 2",1,1,2,4
10765,"location 976","1","severity_type 2",1,1,2,14
10767,"location 97","0","severity_type 4",1,1,1,1
10769,"location 497","0","severity_type 2",1,2,5,372
10773,"location 518","0","severity_type 2",1,2,5,7
10774,"location 89","1","severity_type 2",1,2,4,4
10776,"location 407","1","severity_type 2",1,2,2,2
10779,"location 300","0","severity_type 2",1,2,6,44
10782,"location 727","0","severity_type 1",1,1,1,4
10783,"location 1019","0","severity_type 2",1,1,1,8
10784,"location 600","2","severity_type 2",1,1,2,29
10787,"location 284","0","severity_type 2",1,1,2,3
10789,"location 135","0","severity_type 2",1,2,6,43
10791,"location 472","0","severity_type 2",1,2,5,8
10795,"location 810","2","severity_type 2",1,1,5,41
10796,"location 705","2","severity_type 1",2,2,2,4
10798,"location 816","1","severity_type 2",2,3,4,4
10800,"location 892","1","severity_type 1",1,3,6,138
10801,"location 398","0","severity_type 4",1,1,4,4
10805,"location 509","0","severity_type 4",1,1,1,2
10809,"location 893","0","severity_type 1",1,3,5,5
10814,"location 883","0","severity_type 2",1,1,1,1
10816,"location 1007","0","severity_type 1",1,2,2,7
10818,"location 763","0","severity_type 2",1,1,2,3
10820,"location 646","1","severity_type 1",1,1,4,6
10822,"location 884","2","severity_type 1",1,1,3,17
10826,"location 735","0","severity_type 1",1,1,2,11
10829,"location 1045","0","severity_type 1",1,2,2,5
10830,"location 496","0","severity_type 1",2,4,10,59
10831,"location 469","0","severity_type 2",1,2,9,140
10833,"location 184","1","severity_type 2",1,1,2,2
10837,"location 755","0","severity_type 1",1,1,2,7
10838,"location 884","2","severity_type 1",1,1,1,5
10839,"location 696","0","severity_type 2",1,1,2,12
10841,"location 1053","1","severity_type 1",1,2,2,17
10844,"location 1011","1","severity_type 1",1,1,2,11
10847,"location 244","0","severity_type 2",1,2,2,37
10850,"location 825","1","severity_type 1",2,2,4,4
10852,"location 373","0","severity_type 2",1,2,2,122
10854,"location 97","1","severity_type 2",1,1,2,2
10857,"location 1019","1","severity_type 2",1,1,4,40
10860,"location 475","0","severity_type 2",1,2,6,17
10861,"location 141","0","severity_type 4",1,1,6,10
10863,"location 309","0","severity_type 2",1,2,2,6
10866,"location 436","1","severity_type 1",1,1,2,2
10871,"location 976","0","severity_type 1",1,2,4,25
10873,"location 969","0","severity_type 1",1,1,2,2
10874,"location 995","2","severity_type 1",1,2,6,51
10876,"location 344","1","severity_type 2",1,2,2,3
10882,"location 704","1","severity_type 2",1,1,4,48
10884,"location 350","0","severity_type 2",1,1,1,1
10892,"location 853","0","severity_type 2",1,1,1,2
10894,"location 128","0","severity_type 2",1,2,3,6
10897,"location 895","2","severity_type 1",1,3,5,22
10902,"location 1008","0","severity_type 1",1,2,2,14
10903,"location 479","0","severity_type 2",1,1,1,1
10906,"location 537","1","severity_type 1",1,1,2,2
10911,"location 211","0","severity_type 4",1,1,1,2
10915,"location 255","0","severity_type 2",1,2,2,12
10923,"location 406","1","severity_type 2",1,2,6,6
10931,"location 763","1","severity_type 1",1,2,2,9
10932,"location 679","1","severity_type 1",1,1,2,34
10937,"location 599","1","severity_type 2",1,1,2,8
10938,"location 830","0","severity_type 1",1,1,2,202
10941,"location 836","0","severity_type 1",1,1,2,4
10944,"location 704","2","severity_type 1",1,2,4,40
10946,"location 507","0","severity_type 2",1,2,6,33
10951,"location 468","0","severity_type 2",1,2,2,12
10952,"location 414","0","severity_type 4",1,1,2,2
10953,"location 504","0","severity_type 2",1,2,2,2
10954,"location 942","0","severity_type 4",1,1,1,1
10956,"location 102","0","severity_type 2",1,2,7,7
10957,"location 836","0","severity_type 2",1,1,2,2
10958,"location 1079","0","severity_type 1",2,2,3,3
10959,"location 159","0","severity_type 2",1,2,2,12
10960,"location 885","1","severity_type 1",1,1,6,8
10961,"location 1096","0","severity_type 1",1,1,1,1
10962,"location 73","1","severity_type 1",2,2,5,7
10964,"location 118","0","severity_type 1",1,2,6,11
10966,"location 661","0","severity_type 4",1,1,1,2
10971,"location 600","0","severity_type 2",1,1,2,13
10972,"location 826","1","severity_type 1",2,2,2,9
10975,"location 512","0","severity_type 2",1,2,2,2
10976,"location 479","0","severity_type 4",1,1,1,1
10977,"location 1017","0","severity_type 1",1,1,2,2
10979,"location 995","1","severity_type 1",1,2,3,29
10981,"location 1026","0","severity_type 1",1,1,2,2
10982,"location 108","1","severity_type 2",1,2,3,8
10984,"location 584","0","severity_type 1",1,1,2,2
10989,"location 147","0","severity_type 2",1,2,6,20
10990,"location 834","2","severity_type 1",2,2,3,16
10994,"location 619","0","severity_type 1",1,1,2,20
10996,"location 778","2","severity_type 1",1,2,4,25
10998,"location 9","0","severity_type 1",2,3,2,50
11001,"location 1099","0","severity_type 1",1,1,4,9
11003,"location 126","0","severity_type 2",1,2,7,123
11005,"location 1008","0","severity_type 1",1,2,4,36
11006,"location 707","0","severity_type 2",2,2,3,8
11011,"location 478","0","severity_type 2",1,2,8,72
11012,"location 1107","2","severity_type 2",1,1,3,45
11016,"location 921","2","severity_type 2",1,1,5,47
11018,"location 475","0","severity_type 2",1,2,4,63
11019,"location 1082","0","severity_type 1",1,1,3,5
11020,"location 661","1","severity_type 1",2,2,3,3
11023,"location 902","0","severity_type 1",1,1,2,2
11024,"location 131","0","severity_type 4",1,1,2,2
11025,"location 890","0","severity_type 2",1,1,1,1
11027,"location 1111","0","severity_type 4",1,1,1,1
11028,"location 546","1","severity_type 1",2,3,3,3
11029,"location 1054","1","severity_type 2",1,1,2,2
11030,"location 808","0","severity_type 1",1,2,2,11
11033,"location 91","0","severity_type 2",1,2,4,253
11034,"location 504","0","severity_type 2",1,2,2,20
11037,"location 1008","2","severity_type 2",1,1,4,12
11038,"location 102","0","severity_type 2",1,2,16,36
11039,"location 737","0","severity_type 2",1,1,2,2
11042,"location 899","0","severity_type 1",1,3,5,7
11043,"location 497","0","severity_type 2",1,2,4,154
11047,"location 298","0","severity_type 2",1,2,3,18
11051,"location 984","1","severity_type 1",3,3,4,5
11052,"location 342","0","severity_type 4",1,1,4,4
11054,"location 805","0","severity_type 2",1,1,1,2
11057,"location 386","0","severity_type 4",1,1,2,2
11058,"location 1066","0","severity_type 1",1,1,2,2
11061,"location 1024","0","severity_type 1",1,1,2,6
11065,"location 810","1","severity_type 1",1,3,3,15
11067,"location 149","0","severity_type 2",1,2,5,10
11077,"location 281","0","severity_type 2",1,2,4,4
11078,"location 894","0","severity_type 1",1,3,6,82
11079,"location 518","0","severity_type 2",1,2,11,124
11080,"location 497","0","severity_type 2",1,2,2,12
11082,"location 798","2","severity_type 2",1,1,2,10
11083,"location 149","0","severity_type 2",1,2,8,18
11084,"location 262","0","severity_type 1",1,1,2,2
11087,"location 823","1","severity_type 1",1,2,4,34
11093,"location 1100","2","severity_type 1",1,2,6,218
11096,"location 17","0","severity_type 4",1,1,1,4
11097,"location 474","0","severity_type 1",1,3,4,5
11100,"location 1008","1","severity_type 2",1,1,2,22
11104,"location 418","1","severity_type 2",1,2,2,2
11105,"location 600","0","severity_type 2",1,1,1,1
11110,"location 124","0","severity_type 2",1,2,6,19
11112,"location 957","1","severity_type 1",1,1,2,6
11116,"location 1056","1","severity_type 1",1,1,2,2
11118,"location 477","0","severity_type 2",1,2,2,4
11119,"location 1008","1","severity_type 2",1,1,2,16
11121,"location 477","0","severity_type 2",1,2,2,9
11124,"location 885","0","severity_type 2",1,1,2,6
11125,"location 478","0","severity_type 2",1,2,2,2
11127,"location 921","1","severity_type 2",1,1,2,12
11130,"location 1026","0","severity_type 1",2,2,3,8
11132,"location 1050","0","severity_type 2",1,1,1,1
11134,"location 1083","0","severity_type 1",1,1,3,12
11135,"location 126","0","severity_type 2",1,2,8,26
11137,"location 603","2","severity_type 1",1,1,1,1
11138,"location 1100","2","severity_type 1",1,2,3,108
11145,"location 995","2","severity_type 1",2,3,4,153
11147,"location 814","0","severity_type 1",1,1,2,4
11149,"location 476","0","severity_type 2",1,2,8,161
11152,"location 474","0","severity_type 4",1,1,1,1
11153,"location 1047","0","severity_type 2",1,1,1,2
11155,"location 91","0","severity_type 2",1,2,8,159
11156,"location 79","1","severity_type 1",3,4,5,14
11157,"location 735","0","severity_type 2",1,1,2,3
11166,"location 848","0","severity_type 2",1,1,1,1
11167,"location 343","0","severity_type 4",1,1,2,2
11168,"location 498","0","severity_type 4",1,1,2,2
11170,"location 322","0","severity_type 4",1,1,1,1
11171,"location 894","0","severity_type 1",1,3,6,28
11172,"location 380","0","severity_type 2",1,2,2,14
11174,"location 821","0","severity_type 1",2,3,8,29
11177,"location 380","0","severity_type 2",1,2,2,7
11179,"location 1107","0","severity_type 1",1,2,3,31
11180,"location 181","0","severity_type 2",1,2,6,8
11183,"location 477","0","severity_type 1",1,1,2,2
11187,"location 619","1","severity_type 1",1,1,2,20
11188,"location 895","2","severity_type 1",1,4,8,191
11189,"location 1019","2","severity_type 1",1,2,4,21
11190,"location 459","0","severity_type 2",1,2,4,10
11191,"location 126","0","severity_type 2",1,2,8,99
11192,"location 885","1","severity_type 1",1,1,2,5
11193,"location 897","1","severity_type 1",1,4,6,7
11194,"location 1032","1","severity_type 1",1,1,2,4
11197,"location 480","0","severity_type 2",1,2,4,6
11200,"location 229","1","severity_type 1",1,2,4,4
11205,"location 899","1","severity_type 2",1,3,5,13
11210,"location 658","0","severity_type 1",1,1,2,5
11219,"location 380","0","severity_type 1",1,2,3,19
11224,"location 823","0","severity_type 2",1,1,1,2
11225,"location 72","1","severity_type 1",1,1,2,7
11227,"location 506","0","severity_type 2",1,2,2,5
11228,"location 255","0","severity_type 2",1,2,2,8
11229,"location 358","0","severity_type 4",1,1,4,10
11231,"location 1006","0","severity_type 1",1,1,1,1
11232,"location 421","0","severity_type 1",1,3,6,14
11235,"location 530","1","severity_type 1",1,2,2,2
11237,"location 1052","1","severity_type 2",1,1,2,9
11238,"location 928","0","severity_type 1",1,1,1,2
11243,"location 696","0","severity_type 2",1,1,1,8
11244,"location 570","1","severity_type 1",1,1,2,3
11245,"location 673","0","severity_type 1",1,1,2,2
11250,"location 323","0","severity_type 2",1,2,2,8
11252,"location 600","0","severity_type 2",1,1,2,38
11258,"location 380","0","severity_type 2",1,2,2,22
11260,"location 834","2","severity_type 2",1,1,2,69
11261,"location 541","1","severity_type 1",1,1,1,1
11262,"location 821","0","severity_type 2",1,1,4,28
11269,"location 130","0","severity_type 4",1,1,2,2
11270,"location 416","0","severity_type 2",1,2,2,9
11276,"location 962","0","severity_type 2",1,1,2,20
11278,"location 133","0","severity_type 2",1,2,3,7
11280,"location 837","1","severity_type 4",1,1,2,2
11284,"location 707","0","severity_type 2",1,1,1,5
11286,"location 1008","0","severity_type 2",1,1,1,7
11291,"location 1026","2","severity_type 1",2,2,3,17
11293,"location 793","0","severity_type 2",1,1,2,24
11295,"location 643","1","severity_type 1",1,1,1,1
11297,"location 603","0","severity_type 1",1,1,4,13
11298,"location 984","0","severity_type 2",1,1,1,1
11299,"location 584","0","severity_type 2",1,1,2,4
11300,"location 485","0","severity_type 2",1,2,7,58
11302,"location 909","0","severity_type 1",1,1,3,4
11304,"location 7","0","severity_type 2",1,1,2,6
11306,"location 494","0","severity_type 2",1,2,6,221
11307,"location 798","2","severity_type 2",1,1,3,16
11310,"location 328","0","severity_type 2",1,2,2,2
11311,"location 810","2","severity_type 1",1,2,4,34
11313,"location 1010","1","severity_type 1",1,1,2,2
11315,"location 147","0","severity_type 2",1,2,6,13
11317,"location 875","1","severity_type 1",1,1,2,6
11318,"location 457","0","severity_type 2",1,2,7,86
11319,"location 643","0","severity_type 4",1,1,1,1
11322,"location 983","1","severity_type 1",1,2,2,2
11325,"location 649","1","severity_type 1",1,1,1,2
11328,"location 734","2","severity_type 1",1,2,5,53
11329,"location 680","0","severity_type 1",1,1,2,2
11330,"location 1036","0","severity_type 2",1,1,2,2
11333,"location 328","0","severity_type 2",1,2,5,5
11336,"location 135","0","severity_type 2",1,2,5,58
11338,"location 6","1","severity_type 1",1,1,1,1
11340,"location 497","0","severity_type 4",1,1,1,7
11342,"location 408","1","severity_type 2",1,2,4,4
11348,"location 702","1","severity_type 2",1,1,2,6
11352,"location 1019","2","severity_type 1",2,2,4,10
11353,"location 556","1","severity_type 1",2,2,2,2
11355,"location 892","0","severity_type 1",1,3,5,21
11359,"location 114","1","severity_type 1",1,2,3,3
11362,"location 193","0","severity_type 2",1,2,2,2
11369,"location 838","0","severity_type 2",1,1,2,2
11373,"location 175","1","severity_type 2",1,2,5,5
11374,"location 893","0","severity_type 1",1,4,7,63
11376,"location 477","0","severity_type 2",1,2,4,24
11380,"location 396","1","severity_type 2",1,2,2,2
11381,"location 501","0","severity_type 2",1,2,3,6
11382,"location 998","1","severity_type 1",1,1,2,2
11386,"location 356","0","severity_type 2",1,2,6,6
11390,"location 737","0","severity_type 2",1,1,1,2
11392,"location 270","0","severity_type 2",1,2,6,29
11396,"location 218","1","severity_type 2",1,2,2,2
11397,"location 1086","2","severity_type 2",1,1,2,17
11400,"location 827","1","severity_type 1",1,1,2,2
11401,"location 388","1","severity_type 1",1,3,10,14
11402,"location 457","0","severity_type 2",1,2,9,104
11403,"location 976","0","severity_type 2",1,1,1,7
11404,"location 1042","2","severity_type 2",1,1,2,60
11407,"location 471","0","severity_type 2",1,2,2,10
11410,"location 1086","1","severity_type 2",1,1,2,3
11411,"location 936","1","severity_type 1",2,2,2,2
11414,"location 380","0","severity_type 2",1,2,2,28
11418,"location 244","0","severity_type 2",1,2,2,103
11419,"location 734","0","severity_type 2",1,1,4,28
11421,"location 885","1","severity_type 1",2,2,8,12
11424,"location 477","0","severity_type 2",1,2,7,162
11430,"location 135","0","severity_type 1",1,3,5,27
11431,"location 34","0","severity_type 1",1,1,2,5
11435,"location 723","1","severity_type 1",1,1,3,5
11436,"location 1126","0","severity_type 1",1,1,2,2
11441,"location 684","2","severity_type 2",1,1,2,14
11442,"location 893","0","severity_type 1",1,3,6,104
11444,"location 1007","1","severity_type 1",1,2,2,18
11446,"location 1097","1","severity_type 1",1,1,2,5
11453,"location 989","1","severity_type 1",1,1,4,9
11454,"location 804","1","severity_type 1",1,1,2,2
11457,"location 837","1","severity_type 1",3,3,4,8
11462,"location 400","1","severity_type 1",1,2,3,7
11463,"location 494","0","severity_type 2",1,2,6,544
11466,"location 825","1","severity_type 2",2,2,1,2
11469,"location 229","0","severity_type 1",1,3,10,19
11472,"location 821","0","severity_type 1",1,2,6,36
11474,"location 533","0","severity_type 1",2,2,4,15
11476,"location 504","0","severity_type 2",1,2,2,36
11477,"location 496","0","severity_type 2",1,2,8,454
11482,"location 930","0","severity_type 1",1,1,1,1
11483,"location 1112","0","severity_type 1",1,1,1,1
11487,"location 92","0","severity_type 2",1,2,4,10
11493,"location 135","1","severity_type 1",2,4,9,27
11496,"location 74","1","severity_type 1",2,2,4,4
11497,"location 1075","1","severity_type 2",1,1,2,12
11499,"location 894","0","severity_type 1",1,3,6,20
11500,"location 932","0","severity_type 2",1,1,1,4
11510,"location 957","1","severity_type 1",1,1,2,8
11517,"location 942","1","severity_type 1",2,2,4,6
11518,"location 756","1","severity_type 1",1,1,2,2
11520,"location 756","0","severity_type 1",1,1,1,1
11523,"location 298","0","severity_type 4",1,1,1,1
11526,"location 600","2","severity_type 2",1,1,2,15
11527,"location 763","2","severity_type 1",1,1,2,10
11529,"location 375","0","severity_type 2",1,2,2,16
11530,"location 522","0","severity_type 2",1,2,2,8
11532,"location 846","1","severity_type 2",1,1,2,7
11534,"location 921","1","severity_type 1",1,2,3,10
11537,"location 726","1","severity_type 1",1,1,2,2
11546,"location 7","2","severity_type 1",2,2,7,108
11547,"location 734","2","severity_type 1",2,3,4,18
11548,"location 519","0","severity_type 1",2,3,5,7
11549,"location 719","0","severity_type 1",1,1,1,1
11552,"location 601","0","severity_type 1",2,2,3,5
11557,"location 742","1","severity_type 4",1,1,2,2
11563,"location 471","0","severity_type 2",1,2,18,200
11566,"location 484","0","severity_type 2",1,2,8,15
11570,"location 892","1","severity_type 1",1,3,6,35
11571,"location 463","0","severity_type 2",1,2,2,6
11574,"location 443","0","severity_type 4",1,1,3,3
11580,"location 948","0","severity_type 1",2,2,3,6
11581,"location 1018","0","severity_type 1",1,2,2,11
11582,"location 424","1","severity_type 2",1,2,4,4
11585,"location 44","0","severity_type 4",1,2,1,1
11586,"location 1050","1","severity_type 4",3,3,4,5
11589,"location 1100","2","severity_type 1",1,2,4,226
11590,"location 635","0","severity_type 1",1,1,2,2
11591,"location 149","1","severity_type 2",1,2,2,2
11593,"location 904","0","severity_type 1",1,1,2,4
11594,"location 479","0","severity_type 2",1,2,3,17
11595,"location 984","2","severity_type 1",5,5,6,47
11598,"location 344","0","severity_type 2",1,2,2,15
11599,"location 803","1","severity_type 1",1,1,2,2
11600,"location 651","1","severity_type 1",1,1,1,1
11604,"location 847","0","severity_type 1",1,1,2,2
11606,"location 853","1","severity_type 1",1,1,2,3
11607,"location 582","0","severity_type 1",1,1,2,3
11608,"location 826","1","severity_type 1",2,2,2,4
11612,"location 821","0","severity_type 1",2,3,2,2
11613,"location 478","0","severity_type 2",1,2,2,20
11616,"location 13","0","severity_type 4",1,2,3,6
11617,"location 762","0","severity_type 1",1,1,2,4
11618,"location 484","0","severity_type 2",1,2,3,3
11620,"location 1061","0","severity_type 2",1,1,1,14
11624,"location 906","0","severity_type 1",1,1,2,4
11631,"location 878","0","severity_type 2",1,1,2,6
11632,"location 382","0","severity_type 2",1,2,2,6
11633,"location 139","1","severity_type 2",1,2,2,4
11635,"location 255","0","severity_type 2",1,2,2,5
11636,"location 989","0","severity_type 1",1,1,3,6
11637,"location 479","0","severity_type 1",2,3,8,11
11640,"location 471","0","severity_type 1",1,3,7,18
11642,"location 504","0","severity_type 2",1,2,2,16
11648,"location 744","1","severity_type 1",2,2,4,5
11650,"location 763","2","severity_type 2",1,1,2,53
11651,"location 102","1","severity_type 2",1,2,4,4
11653,"location 1018","0","severity_type 1",1,2,1,4
11654,"location 607","1","severity_type 2",2,2,1,2
11657,"location 184","0","severity_type 1",1,3,3,3
11659,"location 1075","1","severity_type 2",1,1,2,22
11660,"location 615","0","severity_type 2",1,1,1,1
11661,"location 707","0","severity_type 2",2,2,2,4
11663,"location 16","0","severity_type 1",1,1,2,4
11670,"location 995","2","severity_type 1",1,2,4,16
11671,"location 798","0","severity_type 2",1,1,2,43
11674,"location 812","0","severity_type 1",2,2,5,49
11685,"location 779","2","severity_type 2",1,1,4,49
11686,"location 945","1","severity_type 1",2,2,3,8
11687,"location 1026","0","severity_type 1",1,1,2,9
11688,"location 468","0","severity_type 2",1,2,2,122
11689,"location 310","0","severity_type 2",1,2,2,2
11690,"location 696","1","severity_type 1",1,1,3,42
11692,"location 628","0","severity_type 1",1,1,3,4
11693,"location 124","0","severity_type 2",1,2,6,22
11694,"location 1031","1","severity_type 1",1,1,2,12
11695,"location 244","1","severity_type 2",1,2,2,47
11696,"location 744","2","severity_type 1",4,4,15,41
11697,"location 118","0","severity_type 2",1,2,2,29
11698,"location 744","0","severity_type 1",2,2,6,31
11700,"location 648","0","severity_type 1",3,3,3,7
11706,"location 984","0","severity_type 1",2,2,2,3
11707,"location 641","1","severity_type 1",1,2,4,32
11709,"location 894","0","severity_type 1",1,3,9,427
11710,"location 491","0","severity_type 1",2,4,10,12
11711,"location 394","1","severity_type 2",2,2,3,3
11712,"location 104","1","severity_type 2",1,2,2,2
11713,"location 373","0","severity_type 2",1,2,2,146
11716,"location 311","0","severity_type 2",1,2,2,5
11718,"location 976","2","severity_type 2",1,1,2,10
11719,"location 476","0","severity_type 2",1,2,7,65
11721,"location 455","0","severity_type 2",1,2,2,4
11724,"location 707","0","severity_type 2",1,1,1,2
11726,"location 963","0","severity_type 1",1,1,3,450
11729,"location 887","0","severity_type 4",1,1,1,2
11730,"location 976","1","severity_type 2",1,1,1,2
11731,"location 342","0","severity_type 2",1,2,4,4
11732,"location 218","1","severity_type 2",1,2,4,4
11733,"location 311","0","severity_type 2",1,2,2,12
11737,"location 615","0","severity_type 1",2,2,6,112
11738,"location 1107","1","severity_type 1",2,3,6,51
11739,"location 95","0","severity_type 2",1,2,4,36
11742,"location 613","2","severity_type 1",1,3,3,55
11743,"location 798","1","severity_type 2",1,1,2,17
11746,"location 984","1","severity_type 1",3,3,5,10
11748,"location 496","0","severity_type 2",1,2,4,57
11752,"location 505","0","severity_type 2",1,2,3,120
11753,"location 661","1","severity_type 4",2,2,5,12
11754,"location 1100","2","severity_type 1",1,2,4,23
11755,"location 814","0","severity_type 4",1,1,1,2
11757,"location 673","1","severity_type 1",1,1,2,16
11759,"location 507","0","severity_type 2",1,2,2,70
11761,"location 476","0","severity_type 2",1,2,2,16
11764,"location 805","0","severity_type 1",1,1,2,8
11765,"location 821","1","severity_type 1",2,3,5,20
11766,"location 1008","0","severity_type 1",1,2,4,58
11772,"location 810","2","severity_type 1",2,2,2,33
11775,"location 845","2","severity_type 1",1,2,3,30
11776,"location 1023","1","severity_type 2",2,2,1,2
11777,"location 244","0","severity_type 2",1,2,2,15
11778,"location 1107","2","severity_type 1",1,2,6,104
11781,"location 1044","0","severity_type 1",1,1,2,4
11786,"location 478","0","severity_type 2",1,2,6,11
11788,"location 886","0","severity_type 1",2,2,3,4
11790,"location 1019","0","severity_type 1",1,2,3,17
11791,"location 638","2","severity_type 1",1,2,4,65
11795,"location 798","0","severity_type 2",1,1,2,9
11797,"location 794","0","severity_type 1",2,2,2,4
11802,"location 480","0","severity_type 2",1,2,4,110
11805,"location 157","0","severity_type 2",1,2,2,18
11806,"location 479","0","severity_type 2",1,2,2,24
11807,"location 756","0","severity_type 1",1,1,2,2
11810,"location 116","0","severity_type 2",1,2,2,6
11813,"location 518","0","severity_type 2",1,2,11,79
11815,"location 478","0","severity_type 2",1,2,9,123
11816,"location 829","0","severity_type 2",1,1,2,3
11817,"location 984","2","severity_type 1",3,3,5,13
11818,"location 845","2","severity_type 2",1,1,2,30
11820,"location 895","1","severity_type 1",1,3,6,74
11823,"location 244","0","severity_type 2",1,2,2,33
11824,"location 613","0","severity_type 2",1,2,1,1
11826,"location 1010","0","severity_type 1",1,1,2,4
11827,"location 126","0","severity_type 1",1,3,11,54
11833,"location 1000","0","severity_type 1",1,1,2,2
11842,"location 760","0","severity_type 4",1,1,2,23
11844,"location 503","0","severity_type 1",1,2,3,3
11845,"location 845","2","severity_type 1",2,3,4,13
11846,"location 976","1","severity_type 1",1,2,4,18
11847,"location 772","0","severity_type 1",1,1,2,4
11848,"location 892","0","severity_type 1",1,3,8,407
11853,"location 704","1","severity_type 2",1,1,2,15
11854,"location 495","0","severity_type 2",1,2,2,55
11855,"location 972","1","severity_type 2",2,3,5,6
11856,"location 496","0","severity_type 2",1,2,9,426
11860,"location 468","0","severity_type 1",1,3,5,14
11861,"location 803","1","severity_type 1",1,1,1,2
11863,"location 760","1","severity_type 1",1,1,1,1
11864,"location 124","0","severity_type 2",1,2,6,16
11868,"location 46","0","severity_type 1",1,1,2,2
11872,"location 974","1","severity_type 1",1,1,1,2
11873,"location 845","0","severity_type 2",1,1,1,12
11877,"location 466","0","severity_type 2",1,2,4,10
11882,"location 240","0","severity_type 2",1,2,6,14
11884,"location 97","1","severity_type 2",1,2,6,6
11885,"location 755","0","severity_type 2",1,1,2,3
11886,"location 754","0","severity_type 1",1,1,2,3
11893,"location 199","0","severity_type 2",1,2,2,4
11896,"location 1019","1","severity_type 2",1,1,4,19
11897,"location 937","0","severity_type 1",1,1,4,20
11899,"location 1034","0","severity_type 1",1,1,2,9
11907,"location 515","0","severity_type 2",2,3,5,138
11912,"location 1049","0","severity_type 2",1,1,2,4
11918,"location 276","1","severity_type 2",1,2,2,3
11919,"location 783","0","severity_type 1",1,1,1,1
11923,"location 350","1","severity_type 2",1,2,3,3
11924,"location 270","0","severity_type 2",1,2,3,3
11925,"location 830","0","severity_type 1",1,1,1,2
11926,"location 737","0","severity_type 1",1,1,2,6
11928,"location 1011","1","severity_type 1",1,1,1,1
11930,"location 380","0","severity_type 2",1,2,2,11
11932,"location 338","0","severity_type 4",1,1,2,2
11936,"location 445","0","severity_type 2",1,2,2,29
11937,"location 139","0","severity_type 2",1,2,6,38
11939,"location 821","1","severity_type 2",1,1,4,14
11940,"location 311","1","severity_type 4",1,1,2,3
11947,"location 159","0","severity_type 1",1,3,7,13
11950,"location 484","0","severity_type 2",1,2,7,13
11952,"location 495","0","severity_type 2",1,2,15,718
11953,"location 613","2","severity_type 1",1,3,2,9
11955,"location 242","0","severity_type 2",1,2,3,4
11956,"location 122","0","severity_type 2",1,2,5,6
11961,"location 734","0","severity_type 1",2,5,12,93
11962,"location 405","0","severity_type 4",1,1,3,3
11963,"location 1098","0","severity_type 1",1,1,2,46
11964,"location 638","2","severity_type 1",1,2,4,46
11968,"location 1019","0","severity_type 1",1,2,6,46
11969,"location 1082","0","severity_type 1",1,1,1,1
11976,"location 1013","0","severity_type 1",2,3,4,7
11978,"location 381","0","severity_type 2",1,2,2,6
11979,"location 120","0","severity_type 2",1,2,4,6
11990,"location 87","2","severity_type 1",1,1,1,1
11992,"location 471","0","severity_type 2",1,2,2,172
11995,"location 896","0","severity_type 1",1,4,7,19
12001,"location 527","0","severity_type 2",1,1,1,1
12003,"location 655","1","severity_type 1",1,4,6,15
12005,"location 850","1","severity_type 1",1,1,2,6
12008,"location 118","0","severity_type 2",1,2,2,26
